gsis_id,pfr_id,name,merge_name,birthdate,college,yamplayer_id
00-0022394,HillJa22,Jason Hilliard,jason hilliard,1981-06-29,Louisville,YAMP_c3fac9d96159
STE821106,StewWa00,Wayne Stewart,wayne stewart,1947-08-18,California,YAMP_c3fefbbd7fc1
WAS797327,,Zion Washington,zion washington,,Boise State,YAMP_c3ff8ad9dad9
00-0022373,,Rod Rutherford,rod rutherford,1980-12-12,Pittsburgh,YAMP_c40663756b1c
00-0033234,OdomCh00,Chris Odom,chris odom,1994-09-16,Arkansas State,YAMP_c40696530327
KIL766692,KilsDa20,Dave Kilson,dave kilson,1960-08-11,Nevada; Sacramento City,YAMP_c408150f53d2
BIS498348,BishKe00,Keith Bishop,keith bishop,1957-03-10,Baylor; Nebraska,YAMP_c40930272db6
00-0022926,PerrCh00,Chris Perry,chris perry,1981-12-27,Michigan,YAMP_c413c74795b8
00-0026175,FlowBr99,Brandon Flowers,brandon flowers,1986-02-18,Virginia Tech,YAMP_c4163dc43767
00-0034614,IgweGo00,Godwin Igwebuike,godwin igwebuike,1994-09-10,Northwestern,YAMP_c41749b66c04
00-0025391,AdamGa99,Gaines Adams,gaines adams,1983-06-08,Clemson,YAMP_c41948630ea3
,WillCa05,Carver Willis,carver willis,,Washington,YAMP_c41cdd86b893
MAR394437,MarsDe00,Devon Marshall,devon marshall,2004-08-27,N.C. State; Villanova,YAMP_c41d4164aec7
WIL552501,WillVa20,Vaughn Williams,vaughn williams,1961-12-14,Stanford,YAMP_c41ea1b73690
HAD692150,HadlRo20,Ron Hadley,ron hadley,1963-11-09,Washington,YAMP_c420b8c99b60
PAL155733,PaleAl20,Al Palewicz,al palewicz,1950-03-23,Miami,YAMP_c42735cd8103
00-0004408,DonaMi20,Mitch Donahue,mitch donahue,1968-02-04,Wyoming,YAMP_c4278865c24d
LUS118654,LusbVa20,Vaughn Lusby,vaughn lusby,1956-08-23,Arkansas,YAMP_c42a199e253c
DUL622935,DuliGa20,Gary Dulin,gary dulin,1957-01-20,Ohio State,YAMP_c42cab90abb0
,,Jermaine Petty,jermaine petty,,Arkansas,YAMP_c42d0b7b9ad4
00-0030678,LattGr01,Greg Latta,greg latta,1991-12-27,Purdue,YAMP_c42dadbe31ca
MAR189010,,Laith Marjan,laith marjan,2003-04-02,Kansas; South Alabama; East Carolina,YAMP_c42fc7ca73d1
00-0029609,BlakPh00,Philip Blake,philip blake,1985-11-27,Baylor,YAMP_c43153a3a214
HOL421464,HollBo00,Bob Holly,bob holly,1960-06-01,Princeton,YAMP_c432259ad001
00-0038718,PhelLo00,Lonnie Phelps,lonnie phelps,2000-08-24,Kansas,YAMP_c43657b83b64
00-0022630,,Brandon Evans,brandon evans,1981-12-27,Houston,YAMP_c438e8fc99e4
00-0005622,,Tom Fuhler,tom fuhler,1969-03-04,Tennessee,YAMP_c43c4c6303c1
00-0017077,WallAl20,Al Wallace,al wallace,1974-03-25,Maryland,YAMP_c43e15abaa1d
00-0038135,BrisJa01,Jaquan Brisker,jaquan brisker,1999-04-20,Penn State; Lackawanna JC,YAMP_c43e35253647
00-0010764,,Deland McCullough,deland mccullough,1972-12-01,Miami (Ohio),YAMP_c43ec526b8e6
00-0035754,KongJo00,Jonathan Kongbo,jonathan kongbo,1996-03-19,Tennessee,YAMP_c4402e239168
LAC692799,,Caullin Lacy,caullin lacy,2001-12-22,Louisville; South Alabama,YAMP_c4441c2daf8b
00-0030118,PoweTy00,Ty Powell,ty powell,1988-04-27,Harding University; De Anza College,YAMP_c4470225b5c9
00-0032646,LangCe00,Cedrick Lang,cedrick lang,1992-05-12,Texas-El Paso,YAMP_c449332cc484
00-0040615,McDoCa00,Cade McDonald,cade mcdonald,2001-05-07,Miami (Ohio); Michigan State,YAMP_c44a3637a8b4
WIL613890,WillLe00,Leonard Willis,leonard willis,1953-03-04,Ohio State; Nebraska Southern Junior Coll,YAMP_c44ab341f66a
SOH622935,SohnKu00,Kurt Sohn,kurt sohn,1957-06-26,Fordham; N.C. State; Nassau CC,YAMP_c44e6bdaac8a
00-0032134,UzomC.00,C.J. Uzomah,c.j. uzomah,1993-01-14,Auburn,YAMP_c44f628506d7
BAR200205,BarkRo00,Rod Barksdale,rod barksdale,1962-09-08,Arizona,YAMP_c451d7d92f13
,,Antonio Malone,antonio malone,,Toledo,YAMP_c457055e60a7
00-0016675,TuipPe20,Peter Tuipulotu,peter tuipulotu,1969-02-20,BYU,YAMP_c45b793018f1
00-0038423,HarrJa04,Jalen Harris,jalen harris,1999-02-26,Arizona,YAMP_c45d12d9d613
LIN744640,LinnLa20,Larry Linne,larry linne,1962-07-20,Texas-El Paso; Texas; Midland College,YAMP_c460e152230c
00-0035359,SillDa01,David Sills,david sills,1995-05-29,West Virginia,YAMP_c46226290191
SHE353420,ShelJo21,Jonathan Shelley,jonathan shelley,1964-08-06,Mississippi,YAMP_c463f460dd45
00-0036888,HamlDa00,Damar Hamlin,damar hamlin,1998-03-24,Pittsburgh,YAMP_c46904e8e887
00-0026053,WestJo00,Joe West,joe west,1984-02-01,Texas-El Paso,YAMP_c46f64eba592
00-0029229,,Stephfon Green,stephfon green,1989-05-28,Penn State,YAMP_c46f6d16109e
00-0017172,WardRo20,Ronnie Ward,ronnie ward,1974-02-11,Kansas,YAMP_c474484601a2
00-0018499,ZenoLa20,Lance Zeno,lance zeno,1967-04-15,UCLA,YAMP_c477d5890035
LEW000720,LewxCo00,Connor Lew,connor lew,2005-08-30,Auburn,YAMP_c4787be2685a
00-0032431,RudoJa00,Jake Rudock,jake rudock,1993-01-21,Michigan; Iowa,YAMP_c47aeb533527
00-0027808,YounWi99,Willie Young,willie young,1985-09-19,N.C. State,YAMP_c47ea09bb250
,,William Mackall,william mackall,,UT Martin,YAMP_c4862dcc695f
TAT679563,TatuJa00,Jack Tatum,jack tatum,1948-11-18,Ohio State,YAMP_c48988bf3a49
00-0040163,TravJa00,Jalen Travis,jalen travis,2002-04-19,Iowa State; Princeton,YAMP_c48f54b304eb
00-0034526,ReavC.00,C.J. Reavis,c.j. reavis,1995-11-27,Marshall,YAMP_c48f7cdf55cb
00-0034874,SmitRo07,Roquan Smith,roquan smith,1997-04-08,Georgia,YAMP_c48fbb1d5f44
00-0031911,LovaRi00,Rick Lovato,rick lovato,1992-09-09,Old Dominion,YAMP_c49005646452
CLI581406,ClinDe20,Dextor Clinkscale,dextor clinkscale,1958-04-13,South Carolina State,YAMP_c4955a769451
POW593265,PoweCl20,Clyde Powers,clyde powers,1951-08-19,Oklahoma,YAMP_c49c5bacd9c3
00-0021174,CartTi00,Tim Carter,tim carter,1979-09-21,Auburn,YAMP_c49e5714bf84
00-0007494,HinnMi20,Mike Hinnant,mike hinnant,1966-09-08,Temple,YAMP_c49ecbbffe3b
00-0024565,CulbQu99,Quinton Culberson,quinton culberson,1985-10-21,Mississippi State,YAMP_c4a130bc908e
00-0021244,GreeJa21,Jarvis Green,jarvis green,1979-01-12,LSU,YAMP_c4ad0ca7e52f
00-0026274,KeglSt99,Stanford Keglar,stanford keglar,1985-07-04,Purdue,YAMP_c4ae54d659fb
00-0023377,,Nick Steitz,nick steitz,1982-08-18,Oregon,YAMP_c4ae7dc64cd3
,,Devon Johnson,devon johnson,,Ferris State,YAMP_c4af4c4336bd
00-0037093,YounDa02,Dareke Young,dareke young,1999-06-04,Lenoir Rhyne,YAMP_c4afc14b5bf7
00-0025562,ONeaOr00,Oren O'Neal,oren o'neal,1983-09-08,Arkansas State,YAMP_c4b0fe9229d6
,McPhZe00,Zech McPhearson,zech mcphearson,,Texas Tech,YAMP_c4b2b5238b58
BRO426972,BrowEr20,Eric Brown,eric brown,1964-09-07,Tulsa,YAMP_c4b3d573f124
00-0021177,FishLe20,Levar Fisher,levar fisher,1979-07-02,N.C. State,YAMP_c4b452cd93d7
BUR672316,BurrJi21,Jim Burrow,jim burrow,1953-11-29,Nebraska,YAMP_c4b9269eb0d8
00-0040078,SmitBr09,Brashard Smith,brashard smith,2003-04-11,SMU; Miami,YAMP_c4b98599dd5e
STI124587,StidHo20,Howard Stidham,howard stidham,1954-12-17,Tennessee Technological Univ,YAMP_c4bc5292c45d
00-0040077,LongRo00,Robert Longerbeam,robert longerbeam,2001-01-18,Rutgers,YAMP_c4bd8ead6d59
SHU387604,ShulSt20,Steve Shull,steve shull,1958-03-27,William & Mary,YAMP_c4c29e7a9f6b
00-0032886,PettD.01,D.J. Pettway,d.j. pettway,1992-09-19,Alabama; East Mississippi JC,YAMP_c4c66a60fc10
00-0031113,PoehWi00,William Poehls,william poehls,1991-11-27,Montana,YAMP_c4c6cb0867a8
MOR542400,MorrTo20,Tom Morris,tom morris,1960-04-02,Michigan State; Golden West; Cypress College,YAMP_c4c707a78be8
HAS528549,HassDo00,Don Hasselbeck,don hasselbeck,1955-04-01,Colorado,YAMP_c4c984c1bcbe
00-0033582,LedbJe00,Jeremiah Ledbetter,jeremiah ledbetter,1994-05-29,Arkansas; Hutchinson CC,YAMP_c4c9e06140ac
00-0019496,WoodCe20,Cedric Woodard,cedric woodard,1977-09-05,Texas,YAMP_c4caef5e8bb8
ODO191673,OdomRi20,Ricky Odom,ricky odom,1956-09-16,USC,YAMP_c4cd91b3ccce
COM118654,CombCh20,Chris Combs,chris combs,1958-03-17,New Mexico,YAMP_c4ce6ecd3357
00-0008323,JeffGr21,Greg Jeffries,greg jeffries,1971-10-16,Virginia,YAMP_c4cff2405d41
00-0040687,WillCa04,Cameron Williams,cameron williams,2003-10-16,Texas,YAMP_c4d37fa68242
00-0040318,KahoAl00,Ale Kaho,ale kaho,2000-04-07,UCLA; Alabama,YAMP_c4d3e4464679
COW622932,CowlAl20,Al Cowlings,al cowlings,1947-06-16,USC,YAMP_c4d6192c4fe4
00-0037813,TindCh00,Channing Tindall,channing tindall,2000-03-28,Georgia,YAMP_c4d64c520130
00-0031054,JoneDa04,DaQuan Jones,daquan jones,1991-12-27,Penn State,YAMP_c4d6d4e7630b
,,Byron Hardmon,byron hardmon,,Florida,YAMP_c4d7d417292e
00-0000123,AlbrVi20,Vince Albritton,vince albritton,1962-07-23,Washington,YAMP_c4d8a8a3d3aa
00-0027868,MorgDe99,Derrick Morgan,derrick morgan,1989-01-06,Georgia Tech,YAMP_c4d960c6c180
00-0035343,LedbJo01,Jonathan Ledbetter,jonathan ledbetter,1997-09-12,Georgia,YAMP_c4da0ed46fcc
SMI345796,SmitJi01,Jim Smith,jim smith,1955-07-20,Michigan,YAMP_c4dfa8f850bd
00-0008221,JacoTi20,Tim Jacobs,tim jacobs,1970-04-05,Delaware,YAMP_c4e5922351b9
00-0038496,GipsXa00,Xavier Gipson,xavier gipson,2001-03-08,Stephen F. Austin State,YAMP_c4e6138dc5f4
00-0024308,ByrdDo00,Dominique Byrd,dominique byrd,1984-02-07,USC,YAMP_c4e68d4a625d
00-0026935,McCaBr99,Brice McCain,brice mccain,1986-12-10,Utah,YAMP_c4e9189d3fed
00-0029584,BrowJe01,Jerry Brown,jerry brown,1987-10-20,Illinois,YAMP_c4eb58092c51
JOY237308,JoycTe20,Terry Joyce,terry joyce,1954-07-18,Missouri Southern; Wichita State University; Highland CC,YAMP_c4ecb339b23a
,,Glen Keller,glen keller,,West Texas A&M,YAMP_c4ef99acb19d
00-0033168,CarlZa00,Zamir Carlis,zamir carlis,1990-03-14,Stillman College,YAMP_c4f1ba28af38
00-0035071,HarrCh04,Chuck Harris,chuck harris,1997-11-23,Buffalo,YAMP_c4f1fb50e7f1
00-0036359,ArneDa00,Damon Arnette,damon arnette,1996-09-02,Ohio State,YAMP_c4f422c4b2a7
00-0039570,,Jordan Miller,jordan miller,2000-01-20,SMU; Miami,YAMP_c4f5da35bdb4
00-0024489,HallAh00,Ahmard Hall,ahmard hall,1979-11-13,Texas,YAMP_c4f994fbf0bd
SIA207645,SianMi00,Mike Siani,mike siani,1950-05-27,Villanova,YAMP_c4fc4799df79
00-0001510,BorgDi20,Dirk Borgognone,dirk borgognone,1968-01-09,University of U. of Pacific; Tennessee; Truckee Meadows Community Coll,YAMP_c502071ef382
00-0037382,JohnBr23,Brandon Johnson,brandon johnson,1998-07-26,UCF; Tennessee,YAMP_c502ef08d99f
00-0019381,,Dwaune Jones,dwaune jones,1977-07-11,Richmond,YAMP_c5030a1165cf
00-0020984,HymeRa00,Randy Hymes,randy hymes,1979-08-07,Grambling State,YAMP_c5040e7a07ca
00-0039887,RobiLa02,Layden Robinson,layden robinson,2001-05-03,Texas A&M,YAMP_c507075e98df
00-0020533,DaviLe21,Leonard Davis,leonard davis,1978-09-05,Texas,YAMP_c509502b7567
,,Cliff Washburn,cliff washburn,,Citadel,YAMP_c50b5d7d028f
LIT059327,LiteGr20,Greg Liter,greg liter,1963-12-31,Iowa State,YAMP_c50e61d70599
00-0015477,SpirGr20,Greg Spires,greg spires,1974-08-12,Florida State,YAMP_c5117c718b93
00-0021508,LewiGr01,Greg Lewis,greg lewis,1980-02-12,Illinois,YAMP_c5134ee71076
00-0040550,MannDo00,Dontae Manning,dontae manning,2001-09-17,Oregon,YAMP_c513b2ef7cca
00-0030503,OkafAl00,Alex Okafor,alex okafor,1991-02-08,Texas,YAMP_c514d48be6df
00-0035961,BarnKr00,Krys Barnes,krys barnes,1998-04-02,UCLA,YAMP_c516c0bd3fb9
00-0008488,JohnDu20,Dustin Johnson,dustin johnson,1973-08-05,BYU,YAMP_c519de5782b0
00-0040263,McMiDo00,Donovan McMillon,donovan mcmillon,2002-06-18,Pittsburgh; Florida,YAMP_c51f37a3dcbd
00-0025443,CrowTi99,Tim Crowder,tim crowder,1985-06-30,Texas,YAMP_c51f8fa8217b
00-0031333,ClinHa00,Ha Ha Clinton-Dix,ha ha clinton-dix,1992-12-21,Alabama,YAMP_c520efacb2fc
00-0010945,McKeRa20,Raleigh McKenzie,raleigh mckenzie,1963-02-08,Tennessee,YAMP_c5217cd0cf0f
00-0040588,PaulCh01,Pooh Paul Jr.,pooh paul,2002-11-04,Mississippi,YAMP_c5292dd7ba0b
00-0032241,GurlTo01,Todd Gurley,todd gurley,1994-08-03,Georgia,YAMP_c529f412b555
REE344386,ReedMa20,Mark Reed,mark reed,1959-02-21,Morehead State University,YAMP_c53026f60d6d
00-0036469,AmmeMa00,Matt Ammendola,matt ammendola,1996-12-11,Oklahoma State,YAMP_c53130d7b7a3
,,Mike Busch,mike busch,,Iowa St.,YAMP_c533bf8b6e9a
00-0038358,McAlMi00,Mike Mcallister,mike mcallister,1999-06-12,Youngstown State,YAMP_c53c9cbbb981
EVA604383,,Omari Evans,omari evans,2003-12-31,Washington,YAMP_c53ebfae4cf7
00-0037818,JohnZi00,Zion Johnson,zion johnson,1999-11-18,Boston College; Davidson,YAMP_c5401941a3f7
00-0024408,GradBr00,Bruce Gradkowski,bruce gradkowski,1983-01-27,Toledo,YAMP_c540a4dd7c39
00-0023499,TerrAd20,Adam Terry,adam terry,1982-09-01,Syracuse,YAMP_c54338e2f440
00-0037609,ShamAa00,Aaron Shampklin,aaron shampklin,1999-10-18,Harvard,YAMP_c5472b3d35fd
00-0004497,DoxzTo00,Todd Doxzon,todd doxzon,1975-03-28,Iowa State,YAMP_c547d35c182c
00-0032977,HiggRa00,Rashard Higgins,rashard higgins,1994-10-07,Colorado State,YAMP_c54b09451951
,,Emanuel Tolbert,emanuel tolbert,,SMU,YAMP_c54d8939d712
00-0024692,MuirDa20,Daniel Muir,daniel muir,1983-09-12,Kent State,YAMP_c54eea4b7ceb
00-0004031,DaviPe21,Pernell Davis,pernell davis,1976-05-19,UAB,YAMP_c54eeadfebeb
00-0010898,McGuKa00,Kaipo McGuire,kaipo mcguire,1974-01-16,BYU,YAMP_c54fc44222fa
00-0036019,,JoJo Ward,jojo ward,1997-12-09,Hawaii,YAMP_c550fef9a8bc
00-0024017,WoodPi20,Pierre Woods,pierre woods,1982-01-06,Michigan,YAMP_c551791cb1ac
00-0034750,PennRa00,Rashaad Penny,rashaad penny,1996-02-02,San Diego State,YAMP_c5531cc3495a
00-0034881,CrawJa01,James Crawford,james crawford,1994-12-02,Illinois,YAMP_c561d1b383e4
,,Chris Miller,chris miller,,USC,YAMP_c564aca2a3d0
00-0028317,LewiBu00,Butch Lewis,butch lewis,1987-12-01,USC,YAMP_c56bdd737ddc
00-0035484,BelcDr00,Drew Belcher,drew belcher,1996-04-18,Maine,YAMP_c57230148311
00-0034725,YuraRy00,Ryan Yurachek,ryan yurachek,1996-08-27,Marshall,YAMP_c57757ff8046
MUC415290,MuckJe20,Jerry Muckensturm,jerry muckensturm,1953-10-13,Arkansas State,YAMP_c5785a667b14
00-0024204,JackFr02,Fred Jackson,fred jackson,1981-02-20,Coe College,YAMP_c578f7f7cef3
CAR731601,CartRu20,Rubin Carter,rubin carter,1952-12-12,Miami,YAMP_c57a94652000
PIC776223,,Justin Pickett,justin pickett,2002-10-11,Duke,YAMP_c57c4a0066cb
00-0001115,BennTo21,Tony Bennett,tony bennett,1967-07-01,Mississippi,YAMP_c57c50573c2a
ADA636778,AdamSt21,Stefon Adams,stefon adams,1963-08-11,East Carolina,YAMP_c57e4d672273
00-0032907,McDoAd00,Adrian McDonald,adrian mcdonald,1994-03-18,Houston,YAMP_c57f3e5b9352
00-0026631,HennNi20,Nick Hennessey,nick hennessey,1986-07-02,Colgate,YAMP_c580df367b1a
SCR415290,ScriRo00,Rob Scribner,rob scribner,1951-04-09,UCLA,YAMP_c581e8d67cb2
00-0033308,BreiMa00,Matt Breida,matt breida,1995-02-28,Georgia Southern,YAMP_c58202f6e052
00-0040470,OladJo00,Jordan Oladokun,jordan oladokun,2002-07-29,Bowling Green; Samford,YAMP_c584c585a486
00-0035444,KunaJo00,Jordan Kunaszyk,jordan kunaszyk,1996-10-15,California; American River,YAMP_c585c2f5b4dc
00-0025300,,Erick Harris,erick harris,1982-12-17,Liberty,YAMP_c588fcabea64
BOY063890,BoydBr20,Brent Boyd,brent boyd,1957-03-23,UCLA,YAMP_c589c0a3c52c
00-0030462,CommSa00,Sanders Commings,sanders commings,1990-03-08,Georgia,YAMP_c58aa1c63584
SQU276861,SquiJa20,Jack Squirek,jack squirek,1959-02-16,Illinois,YAMP_c58b3d46a06b
00-0032671,FoxxMo00,Morgan Fox,morgan fox,1994-09-12,Colorado State (Pueblo),YAMP_c58e9bd45892
SMI250560,,Ed Smith,ed smith,1950-10-23,Colorado College,YAMP_c58fcfa43235
SIM303209,SimmSt20,Stacey Simmons,stacey simmons,1968-08-05,Florida,YAMP_c59339cbfda8
00-0024445,,Bennie Brazell,bennie brazell,1982-06-02,LSU,YAMP_c594d73ad165
00-0027189,BryaCh01,Chris Bryan,chris bryan,1982-03-06,,YAMP_c59a27ac1faa
00-0002583,CampLa20,Lamar Campbell,lamar campbell,1976-08-29,Wisconsin,YAMP_c59b96dd6ace
00-0000097,AgneRa20,Ray Agnew,ray agnew,1967-12-09,N.C. State,YAMP_c59f6c84c4e7
SPU415291,SpurSt00,Steve Spurrier,steve spurrier,1945-04-20,Florida,YAMP_c5a2a3dbe4a5
00-0026027,JansJ.00,J.J. Jansen,j.j. jansen,1986-01-20,Notre Dame,YAMP_c5a39bef05df
,,Jason Harmon,jason harmon,,Michigan State,YAMP_c5a528dbe337
,,Andre Maddox,andre maddox,,Boise State,YAMP_c5a76598af24
00-0014282,,Lee Saltz,lee saltz,1963-09-25,Temple,YAMP_c5af550f5b2a
00-0026907,MoorDJ99,D.J. Moore,d.j. moore,1987-03-22,Vanderbilt,YAMP_c5b121baba4d
00-0009978,LittLe00,Leonard Little,leonard little,1974-10-19,Tennessee; Coffeyville CC,YAMP_c5b2ee2cb75e
00-0028493,,David Sims,david sims,1986-10-20,Iowa State; Butte College,YAMP_c5b32d425acd
00-0038484,NgatJo01,Joseph Ngata,joseph ngata,2001-01-09,Clemson,YAMP_c5b8d62f520b
BRA654066,BranGe21,Gene Branton,gene branton,1960-11-23,Texas Southern,YAMP_c5bd72a8c1f2
YOU225850,YounGl21,Glen Young,glen young,1969-05-02,Syracuse,YAMP_c5c075f50a6d
,,Matt Fodge,matt fodge,,Oklahoma State,YAMP_c5c09a718e5a
00-0001628,,Jack Bradford,jack bradford,1968-05-08,Maryland,YAMP_c5c2414a15bc
,StovEl00,Eli Stove,eli stove,,Auburn,YAMP_c5c41bacb251
GUI474616,GuilRu20,Rusty Guilbeau,rusty guilbeau,1958-11-20,McNeese State,YAMP_c5c46c44b03a
00-0018521,ZordMi20,Mike Zordich,mike zordich,1963-10-12,Penn State,YAMP_c5c4c644749a
00-0028024,BailAl00,Allen Bailey,allen bailey,1989-03-25,Miami,YAMP_c5c60c7246f1
,,Philip Lutzenkirchen,philip lutzenkirchen,,Auburn,YAMP_c5c93d64afff
00-0020794,ShepEd00,Edell Shepherd,edell shepherd,1980-05-18,San Jose State; West Los Angeles College,YAMP_c5cc9ce71bf7
FEL652597,FeltJo20,Joe Felton,joe felton,1964-10-16,Albion College,YAMP_c5cea01183d6
00-0021213,BakeCh00,Chris Baker,chris baker,1979-11-18,Michigan State,YAMP_c5cffa31c3d2
MOR305100,MorrEa00,Earl Morrall,earl morrall,1934-05-17,Michigan State,YAMP_c5d7dd4b65b9
00-0028702,MattCh00,Chris Matthews,chris matthews,1989-10-06,Kentucky; LAHC,YAMP_c5ddf9691d72
DUP622932,DuprMa00,Marcus Dupree,marcus dupree,1964-05-22,Oklahoma,YAMP_c5de033b6f50
00-0026708,,Anthony Heygood,anthony heygood,1986-04-03,Purdue,YAMP_c5df4fcde47d
00-0022350,LiljRy20,Ryan Lilja,ryan lilja,1981-10-15,Kansas State; Coffeyville CC,YAMP_c5df590b0b46
00-0026159,OtahJe20,Jeff Otah,jeff otah,1986-06-17,Pittsburgh; Valley Forge Christian College,YAMP_c5e123d5ab43
00-0019061,,Chase Raynock,chase raynock,1977-09-29,Montana,YAMP_c5e34593d7e9
00-0035378,WingAn01,Andrew Wingard,andrew wingard,1996-12-05,Wyoming,YAMP_c5e756424acf
00-0005512,,Paul Francisco,paul francisco,1969-10-14,Boston University,YAMP_c5e800128674
00-0027473,SwenBr99,Brett Swenson,brett swenson,1988-02-10,Michigan State,YAMP_c5f16bc9722c
00-0026145,DorsGl99,Glenn Dorsey,glenn dorsey,1985-08-01,LSU,YAMP_c5f4b461000e
00-0024367,MontAn20,Anthony Montgomery,anthony montgomery,1984-03-08,Minnesota,YAMP_c5ffbe8c8413
00-0025459,McCaMa99,Marcus McCauley,marcus mccauley,1983-09-03,Fresno State,YAMP_c60009dc1310
HUR541377,HursTe00,Ted Hurst III,ted hurst,2004-07-02,Georgia State; Valdosta State,YAMP_c603d4f44131
00-0023496,JackVi00,Vincent Jackson,vincent jackson,1983-01-14,Northern Colorado,YAMP_c6050e014c88
00-0026551,AsiaJo20,Johan Asiata,johan asiata,1985-12-19,UNLV; Yuba College,YAMP_c607199c106a
00-0034971,HurdJa00,Jalen Hurd,jalen hurd,1996-01-23,Baylor,YAMP_c60f07f82091
00-0040227,MonhJo00,Jonah Monheim,jonah monheim,2002-06-07,USC,YAMP_c611436263e3
STA163392,StagJe20,Jeff Staggs,jeff staggs,1944-05-14,San Diego State; BYU; San Diego City College,YAMP_c6120b0e0377
MIR415290,MiraDe20,Dean Miraldi,dean miraldi,1958-04-08,Utah; California State - Long Beach,YAMP_c6121e83b3fe
00-0015151,SmitDe21,Derek M. Smith,derek m. smith,1975-01-18,Arizona State; Snow,YAMP_c61445d03ac2
00-0027018,ByrdJa99,Jairus Byrd,jairus byrd,1986-10-07,Oregon,YAMP_c614dc804a20
00-0034169,BaugMa02,Marcus Baugh,marcus baugh,1994-12-09,Ohio State,YAMP_c6151ed3ad63
00-0039385,RobiKe03,Keilan Robinson,keilan robinson,2000-02-16,Texas; Alabama,YAMP_c617220ff402
00-0032739,WillWe00,Wendall Williams,wendall williams,1990-09-18,Cumberland College,YAMP_c61a2e762558
,,Timmy Chang,timmy chang,,Hawaii,YAMP_c61cd29cedd3
00-0032796,NicoDa00,Dadi Nicolas,dadi nicolas,1992-09-29,Virginia Tech,YAMP_c61e795cf82d
00-0024202,BranJa00,Jamaal Branch,jamaal branch,1981-01-30,Colgate,YAMP_c621814da8de
00-0021959,BlacJo20,Jordan Black,jordan black,1980-01-28,Notre Dame,YAMP_c62484ff83b2
,,Adrian Robinson,adrian robinson,,Baylor,YAMP_c62a12686505
00-0036603,JackAl01,Alaric Jackson,alaric jackson,1998-07-14,Iowa,YAMP_c62d627423bd
00-0023437,BrowRo05,Ronnie Brown,ronnie brown,1981-12-12,Auburn,YAMP_c635ad51dd28
00-0017566,WhitRe21,Reggie White,reggie white,1970-03-22,North Carolina A&T,YAMP_c638b489e085
00-0020296,gramabil01,Bill Gramatica,bill gramatica,1978-07-10,University of South Florida,YAMP_c63f4fa38747
HAR068848,HardCe00,Cedrick Hardman,cedrick hardman,1948-10-04,North Texas,YAMP_c640f78ea1e8
00-0035365,HayeTa00,Tae Hayes,tae hayes,1997-08-19,Appalachian State,YAMP_c64113192713
00-0028866,ManlPh00,Phillipkeith Manley,phillipkeith manley,1990-05-07,Toledo,YAMP_c6429bf02871
00-0023968,SpurMi00,Micheal Spurlock,micheal spurlock,1983-01-31,Mississippi,YAMP_c6439f8cdfea
MCK504271,McKiRo20,Royce McKinney,royce mckinney,1953-11-03,Kentucky State University,YAMP_c644901f7ae9
00-0039614,JackJe01,Jermaine Jackson,jermaine jackson,2000-06-02,Idaho,YAMP_c64922ff3215
00-0037308,SmitLe01,Lecitus Smith,lecitus smith,1998-07-13,Virginia Tech,YAMP_c64948daf499
LAN812866,LanzCh20,Chuck Lanza,chuck lanza,1964-09-20,Notre Dame,YAMP_c64a1b1b4e6e
,WayxJa00,Jamarius Way,jamarius way,,South Alabama,YAMP_c64af5ca8fc3
00-0029068,ColeDe00,Derrick Coleman,derrick coleman,1990-10-18,UCLA,YAMP_c64f901162a0
00-0002816,CataAl20,Alcides Catanho,alcides catanho,1972-01-20,Rutgers,YAMP_c653301b4e32
00-0021509,MaheRe00,Reno Mahe,reno mahe,1980-06-03,BYU; Dixie College (UT),YAMP_c65344b405ba
00-0021192,BranDe00,Deion Branch,deion branch,1979-07-18,Louisville; Jones County JC,YAMP_c6568fae4cb4
00-0010849,McGeBu00,Buford McGee,buford mcgee,1960-08-16,Mississippi,YAMP_c65d73a9a781
CHE755070,CheyJi20,Jim Cheyunski,jim cheyunski,1945-12-29,Syracuse,YAMP_c65d92e85086
00-0016997,WaitVa20,Van Waiters,van waiters,1965-02-27,Indiana,YAMP_c65e6d4255ba
00-0032115,ClayKa00,Kaelin Clay,kaelin clay,1992-01-02,Utah; Mt. San Antonio; California,YAMP_c66357121cdf
,,Jamie Rheem,jamie rheem,,Kansas State,YAMP_c664042d7e54
00-0028228,RogeJa01,James Rogers,james rogers,1989-05-27,Michigan,YAMP_c6650598d0ef
,,Byron Sanders,byron sanders,,Northwestern,YAMP_c6656d77d662
00-0022916,TrouBe00,Ben Troupe,ben troupe,1982-09-01,Florida,YAMP_c665ad6c49ec
JOH757692,JohnBi01,Billy Johnson,billy johnson,1952-01-27,Widener University,YAMP_c66644c42980
00-0021506,,Damian Lavergne,damian lavergne,1980-04-22,Louisiana Tech,YAMP_c6665c55d75b
,,Ernest Blackwell,ernest blackwell,,Missouri,YAMP_c66a0222656c
00-0034200,ThomMa02,Mark Thompson,mark thompson,1994-12-09,Florida,YAMP_c66fc1953d91
00-0030091,KingTa00,Tavarres King,tavarres king,1990-07-14,Georgia,YAMP_c67715a410da
MAN764659,,Peter Manuma,peter manuma,2003-07-07,Hawaii,YAMP_c6786365e4a2
00-0037831,ZakeNi00,Nick Zakelj,nick zakelj,1999-06-22,Fordham,YAMP_c67c65e452b4
